Zone,Month,Day,Year,Hour,Total Demand
91,6,1,2022,8,1
91,6,1,2022,9,1
91,6,1,2022,10,2
91,6,1,2022,11,0
91,6,1,2022,12,0
91,6,1,2022,13,0
91,6,1,2022,14,1
91,6,1,2022,15,0
91,6,1,2022,16,0
91,6,1,2022,17,0
91,6,1,2022,18,1
91,6,1,2022,19,0
91,6,1,2022,20,0
91,6,1,2022,21,0
91,6,1,2022,22,0
91,6,1,2022,23,0
91,6,1,2022,24,0
91,6,2,2022,0,0
91,6,2,2022,1,0
91,6,2,2022,2,1
91,6,2,2022,3,0
91,6,2,2022,4,0
91,6,2,2022,5,1
91,6,2,2022,6,0
91,6,2,2022,7,1
91,6,2,2022,8,0
91,6,2,2022,9,0
91,6,2,2022,10,0
91,6,2,2022,11,1
91,6,2,2022,12,0
91,6,2,2022,13,1
91,6,2,2022,14,1
91,6,2,2022,15,0
91,6,2,2022,16,0
91,6,2,2022,17,0
91,6,2,2022,18,0
91,6,2,2022,19,0
91,6,2,2022,20,0
91,6,2,2022,21,0
91,6,2,2022,22,0
91,6,2,2022,23,0
91,6,2,2022,24,0
91,6,3,2022,0,0
91,6,3,2022,1,0
91,6,3,2022,2,0
91,6,3,2022,3,0
91,6,3,2022,4,1
91,6,3,2022,5,0
91,6,3,2022,6,1
91,6,3,2022,7,0
91,6,3,2022,8,0
91,6,3,2022,9,2
91,6,3,2022,10,0
91,6,3,2022,11,1
91,6,3,2022,12,1
91,6,3,2022,13,1
91,6,3,2022,14,0
91,6,3,2022,15,0
91,6,3,2022,16,0
91,6,3,2022,17,0
91,6,3,2022,18,0
91,6,3,2022,19,0
91,6,3,2022,20,0
91,6,3,2022,21,0
91,6,3,2022,22,0
91,6,3,2022,23,0
91,6,3,2022,24,0
91,6,4,2022,0,0
91,6,4,2022,1,0
91,6,4,2022,2,0
91,6,4,2022,3,0
91,6,4,2022,4,0
91,6,4,2022,5,1
91,6,4,2022,6,0
91,6,4,2022,7,1
91,6,4,2022,8,0
91,6,4,2022,9,1
91,6,4,2022,10,0
91,6,4,2022,11,0
91,6,4,2022,12,0
91,6,4,2022,13,0
91,6,4,2022,14,0
91,6,4,2022,15,0
91,6,4,2022,16,0
91,6,4,2022,17,0
91,6,4,2022,18,0
91,6,4,2022,19,0
91,6,4,2022,20,0
91,6,4,2022,21,0
91,6,4,2022,22,0
91,6,4,2022,23,0
91,6,4,2022,24,0
91,6,5,2022,0,0
91,6,5,2022,1,0
91,6,5,2022,2,0
91,6,5,2022,3,0
91,6,5,2022,4,0
91,6,5,2022,5,0
91,6,5,2022,6,0
91,6,5,2022,7,0
91,6,5,2022,8,0
91,6,5,2022,9,0
91,6,5,2022,10,1
91,6,5,2022,11,0
91,6,5,2022,12,0
91,6,5,2022,13,1
91,6,5,2022,14,0
91,6,5,2022,15,0
91,6,5,2022,16,0
91,6,5,2022,17,1
91,6,5,2022,18,0
91,6,5,2022,19,0
91,6,5,2022,20,0
91,6,5,2022,21,0
91,6,5,2022,22,0
91,6,5,2022,23,0
91,6,5,2022,24,0
91,6,6,2022,0,0
91,6,6,2022,1,0
91,6,6,2022,2,0
91,6,6,2022,3,0
91,6,6,2022,4,2
91,6,6,2022,5,0
91,6,6,2022,6,0
91,6,6,2022,7,0
91,6,6,2022,8,2
91,6,6,2022,9,2
91,6,6,2022,10,0
91,6,6,2022,11,0
91,6,6,2022,12,1
91,6,6,2022,13,0
91,6,6,2022,14,0
91,6,6,2022,15,0
91,6,6,2022,16,0
91,6,6,2022,17,0
91,6,6,2022,18,0
91,6,6,2022,19,0
91,6,6,2022,20,0
91,6,6,2022,21,0
91,6,6,2022,22,0
91,6,6,2022,23,0
91,6,6,2022,24,0
91,6,7,2022,0,0
91,6,7,2022,1,0
91,6,7,2022,2,1
91,6,7,2022,3,0
91,6,7,2022,4,0
91,6,7,2022,5,1
91,6,7,2022,6,0
91,6,7,2022,7,2
91,6,7,2022,8,0
91,6,7,2022,9,1
91,6,7,2022,10,0
91,6,7,2022,11,0
91,6,7,2022,12,0
91,6,7,2022,13,0
91,6,7,2022,14,0
91,6,7,2022,15,0
91,6,7,2022,16,0
91,6,7,2022,17,0
91,6,7,2022,18,0
91,6,7,2022,19,0
91,6,7,2022,20,0
91,6,7,2022,21,0
91,6,7,2022,22,0
91,6,7,2022,23,0
91,6,7,2022,24,0
91,6,8,2022,0,0
91,6,8,2022,1,0
91,6,8,2022,2,0
91,6,8,2022,3,2
91,6,8,2022,4,1
91,6,8,2022,5,1
91,6,8,2022,6,1
91,6,8,2022,7,0
91,6,8,2022,8,4
91,6,8,2022,9,0
91,6,8,2022,10,1
91,6,8,2022,11,0
91,6,8,2022,12,0
91,6,8,2022,13,0
91,6,8,2022,14,0
91,6,8,2022,15,0
91,6,8,2022,16,0
91,6,8,2022,17,0
91,6,8,2022,18,0
91,6,8,2022,19,0
91,6,8,2022,20,0
91,6,8,2022,21,0
91,6,8,2022,22,0
91,6,8,2022,23,0
91,6,8,2022,24,0
91,6,9,2022,0,0
91,6,9,2022,1,0
91,6,9,2022,2,1
91,6,9,2022,3,1
91,6,9,2022,4,0
91,6,9,2022,5,2
91,6,9,2022,6,0
91,6,9,2022,7,1
91,6,9,2022,8,1
91,6,9,2022,9,1
91,6,9,2022,10,1
91,6,9,2022,11,1
91,6,9,2022,12,0
91,6,9,2022,13,2
91,6,9,2022,14,0
91,6,9,2022,15,0
91,6,9,2022,16,0
91,6,9,2022,17,1
91,6,9,2022,18,0
91,6,9,2022,19,0
91,6,9,2022,20,0
91,6,9,2022,21,0
91,6,9,2022,22,0
91,6,9,2022,23,0
91,6,9,2022,24,0
91,6,10,2022,0,0
91,6,10,2022,1,0
91,6,10,2022,2,0
91,6,10,2022,3,0
91,6,10,2022,4,2
91,6,10,2022,5,0
91,6,10,2022,6,1
91,6,10,2022,7,0
91,6,10,2022,8,0
91,6,10,2022,9,0
91,6,10,2022,10,0
91,6,10,2022,11,0
91,6,10,2022,12,1
91,6,10,2022,13,0
91,6,10,2022,14,0
91,6,10,2022,15,0
91,6,10,2022,16,0
91,6,10,2022,17,0
91,6,10,2022,18,0
91,6,10,2022,19,0
91,6,10,2022,20,0
91,6,10,2022,21,0
91,6,10,2022,22,0
91,6,10,2022,23,0
91,6,10,2022,24,0
91,6,11,2022,0,0
91,6,11,2022,1,0
91,6,11,2022,2,0
91,6,11,2022,3,0
91,6,11,2022,4,0
91,6,11,2022,5,1
91,6,11,2022,6,0
91,6,11,2022,7,1
91,6,11,2022,8,0
91,6,11,2022,9,0
91,6,11,2022,10,0
91,6,11,2022,11,0
91,6,11,2022,12,0
91,6,11,2022,13,0
91,6,11,2022,14,0
91,6,11,2022,15,0
91,6,11,2022,16,0
91,6,11,2022,17,0
91,6,11,2022,18,0
91,6,11,2022,19,0
91,6,11,2022,20,0
91,6,11,2022,21,0
91,6,11,2022,22,1
91,6,11,2022,23,0
91,6,11,2022,24,0
91,6,12,2022,0,0
91,6,12,2022,1,0
91,6,12,2022,2,0
91,6,12,2022,3,0
91,6,12,2022,4,0
91,6,12,2022,5,0
91,6,12,2022,6,0
91,6,12,2022,7,1
91,6,12,2022,8,0
91,6,12,2022,9,0
91,6,12,2022,10,2
91,6,12,2022,11,0
91,6,12,2022,12,0
91,6,12,2022,13,1
91,6,12,2022,14,0
91,6,12,2022,15,0
91,6,12,2022,16,0
91,6,12,2022,17,0
91,6,12,2022,18,0
91,6,12,2022,19,0
91,6,12,2022,20,0
91,6,12,2022,21,0
91,6,12,2022,22,0
91,6,12,2022,23,0
91,6,12,2022,24,0
91,6,13,2022,0,0
91,6,13,2022,1,0
91,6,13,2022,2,0
91,6,13,2022,3,0
91,6,13,2022,4,1
91,6,13,2022,5,1
91,6,13,2022,6,3
91,6,13,2022,7,2
91,6,13,2022,8,0
91,6,13,2022,9,3
91,6,13,2022,10,1
91,6,13,2022,11,1
91,6,13,2022,12,0
91,6,13,2022,13,0
91,6,13,2022,14,0
91,6,13,2022,15,0
91,6,13,2022,16,0
91,6,13,2022,17,0
91,6,13,2022,18,0
91,6,13,2022,19,0
91,6,13,2022,20,0
91,6,13,2022,21,0
91,6,13,2022,22,0
91,6,13,2022,23,0
91,6,13,2022,24,0
91,6,14,2022,0,1
91,6,14,2022,1,0
91,6,14,2022,2,0
91,6,14,2022,3,0
91,6,14,2022,4,1
91,6,14,2022,5,0
91,6,14,2022,6,1
91,6,14,2022,7,1
91,6,14,2022,8,3
91,6,14,2022,9,1
91,6,14,2022,10,2
91,6,14,2022,11,0
91,6,14,2022,12,0
91,6,14,2022,13,1
91,6,14,2022,14,0
91,6,14,2022,15,0
91,6,14,2022,16,0
91,6,14,2022,17,0
91,6,14,2022,18,0
91,6,14,2022,19,0
91,6,14,2022,20,0
91,6,14,2022,21,0
91,6,14,2022,22,0
91,6,14,2022,23,0
91,6,14,2022,24,0
91,6,15,2022,0,0
91,6,15,2022,1,0
91,6,15,2022,2,0
91,6,15,2022,3,1
91,6,15,2022,4,0
91,6,15,2022,5,0
91,6,15,2022,6,0
91,6,15,2022,7,2
91,6,15,2022,8,1
91,6,15,2022,9,0
91,6,15,2022,10,0
91,6,15,2022,11,1
91,6,15,2022,12,1
91,6,15,2022,13,0
91,6,15,2022,14,0
91,6,15,2022,15,0
91,6,15,2022,16,0
91,6,15,2022,17,0
91,6,15,2022,18,0
91,6,15,2022,19,0
91,6,15,2022,20,0
91,6,15,2022,21,0
91,6,15,2022,22,0
91,6,15,2022,23,0
91,6,15,2022,24,0
91,6,16,2022,0,0
91,6,16,2022,1,0
91,6,16,2022,2,0
91,6,16,2022,3,0
91,6,16,2022,4,0
91,6,16,2022,5,2
91,6,16,2022,6,2
91,6,16,2022,7,1
91,6,16,2022,8,1
91,6,16,2022,9,2
91,6,16,2022,10,1
91,6,16,2022,11,1
91,6,16,2022,12,0
91,6,16,2022,13,0
91,6,16,2022,14,0
91,6,16,2022,15,0
91,6,16,2022,16,0
91,6,16,2022,17,0
91,6,16,2022,18,0
91,6,16,2022,19,0
91,6,16,2022,20,0
91,6,16,2022,21,0
91,6,16,2022,22,0
91,6,16,2022,23,0
91,6,16,2022,24,0
91,6,17,2022,0,0
91,6,17,2022,1,0
91,6,17,2022,2,0
91,6,17,2022,3,0
91,6,17,2022,4,0
91,6,17,2022,5,1
91,6,17,2022,6,1
91,6,17,2022,7,1
91,6,17,2022,8,0
91,6,17,2022,9,0
91,6,17,2022,10,2
91,6,17,2022,11,2
91,6,17,2022,12,1
91,6,17,2022,13,0
91,6,17,2022,14,2
91,6,17,2022,15,0
91,6,17,2022,16,0
91,6,17,2022,17,0
91,6,17,2022,18,0
91,6,17,2022,19,0
91,6,17,2022,20,0
91,6,17,2022,21,0
91,6,17,2022,22,0
91,6,17,2022,23,0
91,6,17,2022,24,0
91,6,18,2022,0,0
91,6,18,2022,1,0
91,6,18,2022,2,0
91,6,18,2022,3,0
91,6,18,2022,4,0
91,6,18,2022,5,0
91,6,18,2022,6,0
91,6,18,2022,7,1
91,6,18,2022,8,0
91,6,18,2022,9,0
91,6,18,2022,10,0
91,6,18,2022,11,0
91,6,18,2022,12,0
91,6,18,2022,13,0
91,6,18,2022,14,0
91,6,18,2022,15,0
91,6,18,2022,16,0
91,6,18,2022,17,0
91,6,18,2022,18,0
91,6,18,2022,19,0
91,6,18,2022,20,0
91,6,18,2022,21,0
91,6,18,2022,22,0
91,6,18,2022,23,0
91,6,18,2022,24,0
91,6,19,2022,0,0
91,6,19,2022,1,0
91,6,19,2022,2,0
91,6,19,2022,3,0
91,6,19,2022,4,0
91,6,19,2022,5,0
91,6,19,2022,6,0
91,6,19,2022,7,0
91,6,19,2022,8,0
91,6,19,2022,9,0
91,6,19,2022,10,0
91,6,19,2022,11,1
91,6,19,2022,12,1
91,6,19,2022,13,0
91,6,19,2022,14,0
91,6,19,2022,15,0
91,6,19,2022,16,1
91,6,19,2022,17,0
91,6,19,2022,18,0
91,6,19,2022,19,0
91,6,19,2022,20,0
91,6,19,2022,21,0
91,6,19,2022,22,0
91,6,19,2022,23,0
91,6,19,2022,24,0
91,6,20,2022,0,1
91,6,20,2022,1,0
91,6,20,2022,2,0
91,6,20,2022,3,0
91,6,20,2022,4,0
91,6,20,2022,5,0
91,6,20,2022,6,0
91,6,20,2022,7,0
91,6,20,2022,8,1
91,6,20,2022,9,0
91,6,20,2022,10,0
91,6,20,2022,11,1
91,6,20,2022,12,0
91,6,20,2022,13,0
91,6,20,2022,14,0
91,6,20,2022,15,0
91,6,20,2022,16,0
91,6,20,2022,17,0
91,6,20,2022,18,0
91,6,20,2022,19,0
91,6,20,2022,20,0
91,6,20,2022,21,0
91,6,20,2022,22,0
91,6,20,2022,23,0
91,6,20,2022,24,0
91,6,21,2022,0,0
91,6,21,2022,1,0
91,6,21,2022,2,0
91,6,21,2022,3,0
91,6,21,2022,4,0
91,6,21,2022,5,3
91,6,21,2022,6,1
91,6,21,2022,7,2
91,6,21,2022,8,0
91,6,21,2022,9,1
91,6,21,2022,10,0
91,6,21,2022,11,0
91,6,21,2022,12,0
91,6,21,2022,13,1
91,6,21,2022,14,0
91,6,21,2022,15,0
91,6,21,2022,16,0
91,6,21,2022,17,0
91,6,21,2022,18,0
91,6,21,2022,19,0
91,6,21,2022,20,0
91,6,21,2022,21,0
91,6,21,2022,22,0
91,6,21,2022,23,0
91,6,21,2022,24,0
91,6,22,2022,0,0
91,6,22,2022,1,0
91,6,22,2022,2,0
91,6,22,2022,3,0
91,6,22,2022,4,0
91,6,22,2022,5,0
91,6,22,2022,6,0
91,6,22,2022,7,1
91,6,22,2022,8,0
91,6,22,2022,9,0
91,6,22,2022,10,1
91,6,22,2022,11,1
91,6,22,2022,12,0
91,6,22,2022,13,0
91,6,22,2022,14,1
91,6,22,2022,15,0
91,6,22,2022,16,0
91,6,22,2022,17,0
91,6,22,2022,18,0
91,6,22,2022,19,0
91,6,22,2022,20,0
91,6,22,2022,21,0
91,6,22,2022,22,0
91,6,22,2022,23,0
91,6,22,2022,24,0
91,6,23,2022,0,0
91,6,23,2022,1,0
91,6,23,2022,2,0
91,6,23,2022,3,0
91,6,23,2022,4,0
91,6,23,2022,5,0
91,6,23,2022,6,0
91,6,23,2022,7,2
91,6,23,2022,8,1
91,6,23,2022,9,0
91,6,23,2022,10,2
91,6,23,2022,11,0
91,6,23,2022,12,0
91,6,23,2022,13,0
91,6,23,2022,14,0
91,6,23,2022,15,0
91,6,23,2022,16,0
91,6,23,2022,17,0
91,6,23,2022,18,0
91,6,23,2022,19,0
91,6,23,2022,20,0
91,6,23,2022,21,0
91,6,23,2022,22,0
91,6,23,2022,23,0
91,6,23,2022,24,0
91,6,24,2022,0,0
91,6,24,2022,1,0
91,6,24,2022,2,0
91,6,24,2022,3,0
91,6,24,2022,4,1
91,6,24,2022,5,0
91,6,24,2022,6,1
91,6,24,2022,7,1
91,6,24,2022,8,2
91,6,24,2022,9,1
91,6,24,2022,10,0
91,6,24,2022,11,0
91,6,24,2022,12,2
91,6,24,2022,13,0
91,6,24,2022,14,0
91,6,24,2022,15,0
91,6,24,2022,16,0
91,6,24,2022,17,0
91,6,24,2022,18,0
91,6,24,2022,19,0
91,6,24,2022,20,1
91,6,24,2022,21,0
91,6,24,2022,22,0
91,6,24,2022,23,1
91,6,24,2022,24,0
91,6,25,2022,0,1
91,6,25,2022,1,0
91,6,25,2022,2,0
91,6,25,2022,3,0
91,6,25,2022,4,0
91,6,25,2022,5,0
91,6,25,2022,6,0
91,6,25,2022,7,0
91,6,25,2022,8,0
91,6,25,2022,9,0
91,6,25,2022,10,0
91,6,25,2022,11,0
91,6,25,2022,12,0
91,6,25,2022,13,0
91,6,25,2022,14,1
91,6,25,2022,15,0
91,6,25,2022,16,0
91,6,25,2022,17,0
91,6,25,2022,18,0
91,6,25,2022,19,0
91,6,25,2022,20,0
91,6,25,2022,21,0
91,6,25,2022,22,0
91,6,25,2022,23,0
91,6,25,2022,24,0
91,6,26,2022,0,1
91,6,26,2022,1,0
91,6,26,2022,2,0
91,6,26,2022,3,0
91,6,26,2022,4,0
91,6,26,2022,5,1
91,6,26,2022,6,0
91,6,26,2022,7,0
91,6,26,2022,8,0
91,6,26,2022,9,0
91,6,26,2022,10,1
91,6,26,2022,11,0
91,6,26,2022,12,0
91,6,26,2022,13,0
91,6,26,2022,14,0
91,6,26,2022,15,0
91,6,26,2022,16,0
91,6,26,2022,17,0
91,6,26,2022,18,0
91,6,26,2022,19,0
91,6,26,2022,20,0
91,6,26,2022,21,1
91,6,26,2022,22,1
91,6,26,2022,23,0
91,6,26,2022,24,0
91,6,27,2022,0,0
91,6,27,2022,1,0
91,6,27,2022,2,0
91,6,27,2022,3,0
91,6,27,2022,4,1
91,6,27,2022,5,0
91,6,27,2022,6,0
91,6,27,2022,7,1
91,6,27,2022,8,1
91,6,27,2022,9,1
91,6,27,2022,10,0
91,6,27,2022,11,0
91,6,27,2022,12,2
91,6,27,2022,13,0
91,6,27,2022,14,0
91,6,27,2022,15,0
91,6,27,2022,16,0
91,6,27,2022,17,0
91,6,27,2022,18,0
91,6,27,2022,19,0
91,6,27,2022,20,0
91,6,27,2022,21,0
91,6,27,2022,22,0
91,6,27,2022,23,0
91,6,27,2022,24,0
91,6,28,2022,0,0
91,6,28,2022,1,0
91,6,28,2022,2,0
91,6,28,2022,3,0
91,6,28,2022,4,0
91,6,28,2022,5,1
91,6,28,2022,6,2
91,6,28,2022,7,2
91,6,28,2022,8,0
91,6,28,2022,9,0
91,6,28,2022,10,0
91,6,28,2022,11,0
91,6,28,2022,12,1
91,6,28,2022,13,0
91,6,28,2022,14,0
91,6,28,2022,15,1
91,6,28,2022,16,0
91,6,28,2022,17,0
91,6,28,2022,18,0
91,6,28,2022,19,1
91,6,28,2022,20,0
91,6,28,2022,21,0
91,6,28,2022,22,0
91,6,28,2022,23,0
91,6,28,2022,24,0
91,6,29,2022,0,0
91,6,29,2022,1,0
91,6,29,2022,2,0
91,6,29,2022,3,0
91,6,29,2022,4,1
91,6,29,2022,5,0
91,6,29,2022,6,0
91,6,29,2022,7,1
91,6,29,2022,8,0
91,6,29,2022,9,0
91,6,29,2022,10,1
91,6,29,2022,11,0
91,6,29,2022,12,0
91,6,29,2022,13,1
91,6,29,2022,14,0
91,6,29,2022,15,0
91,6,29,2022,16,0
91,6,29,2022,17,0
91,6,29,2022,18,0
91,6,29,2022,19,1
91,6,29,2022,20,0
91,6,29,2022,21,0
91,6,29,2022,22,0
91,6,29,2022,23,0
91,6,29,2022,24,0
91,6,30,2022,0,0
91,6,30,2022,1,0
91,6,30,2022,2,0
91,6,30,2022,3,0
91,6,30,2022,4,1
91,6,30,2022,5,0
91,6,30,2022,6,2
91,6,30,2022,7,2
91,6,30,2022,8,0
91,6,30,2022,9,1
91,6,30,2022,10,0
91,6,30,2022,11,1
91,6,30,2022,12,0
91,6,30,2022,13,0
91,6,30,2022,14,0
91,6,30,2022,15,0
91,6,30,2022,16,0
91,6,30,2022,17,1
91,6,30,2022,18,0
91,6,30,2022,19,0
91,6,30,2022,20,0
91,6,30,2022,21,0
91,6,30,2022,22,0
91,6,30,2022,23,0
91,6,30,2022,24,0
92,6,1,2022,0,0
92,6,1,2022,1,0
92,6,1,2022,2,0
92,6,1,2022,3,0
92,6,1,2022,4,0
92,6,1,2022,5,0
92,6,1,2022,6,0
92,6,1,2022,7,0
92,6,1,2022,8,0
92,6,1,2022,9,0
92,6,1,2022,10,0
92,6,1,2022,11,1
92,6,1,2022,12,0
92,6,1,2022,13,0
92,6,1,2022,14,0
92,6,1,2022,15,0
92,6,1,2022,16,0
92,6,1,2022,17,0
92,6,1,2022,18,0
92,6,1,2022,19,1
92,6,1,2022,20,0
92,6,1,2022,21,1
92,6,1,2022,22,0
92,6,1,2022,23,1
92,6,1,2022,24,0
92,6,2,2022,0,1
92,6,2,2022,1,0
92,6,2,2022,2,0
92,6,2,2022,3,0
92,6,2,2022,4,0
92,6,2,2022,5,1
92,6,2,2022,6,1
92,6,2,2022,7,0
92,6,2,2022,8,0
92,6,2,2022,9,1
92,6,2,2022,10,0
92,6,2,2022,11,0
92,6,2,2022,12,0
92,6,2,2022,13,0
92,6,2,2022,14,0
92,6,2,2022,15,0
92,6,2,2022,16,0
92,6,2,2022,17,0
92,6,2,2022,18,2
92,6,2,2022,19,0
92,6,2,2022,20,0
92,6,2,2022,21,0
92,6,2,2022,22,0
92,6,2,2022,23,0
92,6,2,2022,24,0
92,6,3,2022,0,0
92,6,3,2022,1,0
92,6,3,2022,2,0
92,6,3,2022,3,0
92,6,3,2022,4,0
92,6,3,2022,5,0
92,6,3,2022,6,0
92,6,3,2022,7,0
92,6,3,2022,8,2
92,6,3,2022,9,1
92,6,3,2022,10,1
92,6,3,2022,11,1
92,6,3,2022,12,0
92,6,3,2022,13,0
92,6,3,2022,14,0
92,6,3,2022,15,1
92,6,3,2022,16,0
92,6,3,2022,17,0
92,6,3,2022,18,0
92,6,3,2022,19,0
92,6,3,2022,20,0
92,6,3,2022,21,0
92,6,3,2022,22,0
92,6,3,2022,23,0
92,6,3,2022,24,0
92,6,4,2022,0,0
92,6,4,2022,1,1
92,6,4,2022,2,0
92,6,4,2022,3,0
92,6,4,2022,4,0
92,6,4,2022,5,0
92,6,4,2022,6,0
92,6,4,2022,7,0
92,6,4,2022,8,0
92,6,4,2022,9,0
92,6,4,2022,10,0
92,6,4,2022,11,1
92,6,4,2022,12,0
92,6,4,2022,13,0
92,6,4,2022,14,0
92,6,4,2022,15,0
92,6,4,2022,16,1
92,6,4,2022,17,0
92,6,4,2022,18,0
92,6,4,2022,19,1
92,6,4,2022,20,0
92,6,4,2022,21,1
92,6,4,2022,22,0
92,6,4,2022,23,0
92,6,4,2022,24,0
92,6,5,2022,0,0
92,6,5,2022,1,0
92,6,5,2022,2,0
92,6,5,2022,3,0
92,6,5,2022,4,0
92,6,5,2022,5,0
92,6,5,2022,6,0
92,6,5,2022,7,0
92,6,5,2022,8,1
92,6,5,2022,9,0
92,6,5,2022,10,0
92,6,5,2022,11,0
92,6,5,2022,12,0
92,6,5,2022,13,0
92,6,5,2022,14,0
92,6,5,2022,15,0
92,6,5,2022,16,1
92,6,5,2022,17,0
92,6,5,2022,18,0
92,6,5,2022,19,0
92,6,5,2022,20,0
92,6,5,2022,21,0
92,6,5,2022,22,0
92,6,5,2022,23,0
92,6,5,2022,24,0
92,6,6,2022,0,0
92,6,6,2022,1,0
92,6,6,2022,2,0
92,6,6,2022,3,0
92,6,6,2022,4,0
92,6,6,2022,5,0
92,6,6,2022,6,1
92,6,6,2022,7,0
92,6,6,2022,8,0
92,6,6,2022,9,1
92,6,6,2022,10,0
92,6,6,2022,11,0
92,6,6,2022,12,1
92,6,6,2022,13,1
92,6,6,2022,14,1
92,6,6,2022,15,0
92,6,6,2022,16,0
92,6,6,2022,17,0
92,6,6,2022,18,0
92,6,6,2022,19,0
92,6,6,2022,20,0
92,6,6,2022,21,0
92,6,6,2022,22,0
92,6,6,2022,23,0
92,6,6,2022,24,0
92,6,7,2022,0,0
92,6,7,2022,1,0
92,6,7,2022,2,0
92,6,7,2022,3,0
92,6,7,2022,4,0
92,6,7,2022,5,1
92,6,7,2022,6,1
92,6,7,2022,7,1
92,6,7,2022,8,0
92,6,7,2022,9,0
92,6,7,2022,10,2
92,6,7,2022,11,2
92,6,7,2022,12,1
92,6,7,2022,13,0
92,6,7,2022,14,1
92,6,7,2022,15,1
92,6,7,2022,16,1
92,6,7,2022,17,0
92,6,7,2022,18,0
92,6,7,2022,19,0
92,6,7,2022,20,0
92,6,7,2022,21,0
92,6,7,2022,22,0
92,6,7,2022,23,0
92,6,7,2022,24,0
92,6,8,2022,0,0
92,6,8,2022,1,0
92,6,8,2022,2,0
92,6,8,2022,3,0
92,6,8,2022,4,0
92,6,8,2022,5,1
92,6,8,2022,6,1
92,6,8,2022,7,0
92,6,8,2022,8,0
92,6,8,2022,9,0
92,6,8,2022,10,0
92,6,8,2022,11,0
92,6,8,2022,12,0
92,6,8,2022,13,0
92,6,8,2022,14,0
92,6,8,2022,15,0
92,6,8,2022,16,1
92,6,8,2022,17,0
92,6,8,2022,18,0
92,6,8,2022,19,0
92,6,8,2022,20,0
92,6,8,2022,21,0
92,6,8,2022,22,0
92,6,8,2022,23,0
92,6,8,2022,24,0
92,6,9,2022,0,0
92,6,9,2022,1,0
92,6,9,2022,2,0
92,6,9,2022,3,0
92,6,9,2022,4,0
92,6,9,2022,5,0
92,6,9,2022,6,1
92,6,9,2022,7,0
92,6,9,2022,8,0
92,6,9,2022,9,0
92,6,9,2022,10,1
92,6,9,2022,11,0
92,6,9,2022,12,0
92,6,9,2022,13,1
92,6,9,2022,14,0
92,6,9,2022,15,0
92,6,9,2022,16,0
92,6,9,2022,17,0
92,6,9,2022,18,0
92,6,9,2022,19,0
92,6,9,2022,20,0
92,6,9,2022,21,0
92,6,9,2022,22,0
92,6,9,2022,23,0
92,6,9,2022,24,0
92,6,10,2022,0,0
92,6,10,2022,1,0
92,6,10,2022,2,0
92,6,10,2022,3,0
92,6,10,2022,4,0
92,6,10,2022,5,0
92,6,10,2022,6,1
92,6,10,2022,7,0
92,6,10,2022,8,1
92,6,10,2022,9,0
92,6,10,2022,10,1
92,6,10,2022,11,0
92,6,10,2022,12,0
92,6,10,2022,13,0
92,6,10,2022,14,1
92,6,10,2022,15,0
92,6,10,2022,16,0
92,6,10,2022,17,1
92,6,10,2022,18,0
92,6,10,2022,19,1
92,6,10,2022,20,0
92,6,10,2022,21,0
92,6,10,2022,22,1
92,6,10,2022,23,1
92,6,10,2022,24,0
92,6,11,2022,0,0
92,6,11,2022,1,0
92,6,11,2022,2,0
92,6,11,2022,3,0
92,6,11,2022,4,0
92,6,11,2022,5,0
92,6,11,2022,6,0
92,6,11,2022,7,0
92,6,11,2022,8,0
92,6,11,2022,9,0
92,6,11,2022,10,0
92,6,11,2022,11,1
92,6,11,2022,12,0
92,6,11,2022,13,0
92,6,11,2022,14,0
92,6,11,2022,15,0
92,6,11,2022,16,0
92,6,11,2022,17,0
92,6,11,2022,18,0
92,6,11,2022,19,0
92,6,11,2022,20,0
92,6,11,2022,21,0
92,6,11,2022,22,0
92,6,11,2022,23,1
92,6,11,2022,24,0
92,6,12,2022,0,0
92,6,12,2022,1,0
92,6,12,2022,2,0
92,6,12,2022,3,0
92,6,12,2022,4,0
92,6,12,2022,5,0
92,6,12,2022,6,0
92,6,12,2022,7,0
92,6,12,2022,8,0
92,6,12,2022,9,0
92,6,12,2022,10,0
92,6,12,2022,11,0
92,6,12,2022,12,1
92,6,12,2022,13,0
92,6,12,2022,14,0
92,6,12,2022,15,0
92,6,12,2022,16,1
92,6,12,2022,17,0
92,6,12,2022,18,0
92,6,12,2022,19,1
92,6,12,2022,20,0
92,6,12,2022,21,0
92,6,12,2022,22,1
92,6,12,2022,23,0
92,6,12,2022,24,0
92,6,13,2022,0,0
92,6,13,2022,1,0
92,6,13,2022,2,0
92,6,13,2022,3,0
92,6,13,2022,4,0
92,6,13,2022,5,0
92,6,13,2022,6,1
92,6,13,2022,7,0
92,6,13,2022,8,0
92,6,13,2022,9,0
92,6,13,2022,10,0
92,6,13,2022,11,0
92,6,13,2022,12,1
92,6,13,2022,13,0
92,6,13,2022,14,1
92,6,13,2022,15,0
92,6,13,2022,16,1
92,6,13,2022,17,0
92,6,13,2022,18,0
92,6,13,2022,19,0
92,6,13,2022,20,2
92,6,13,2022,21,0
92,6,13,2022,22,0
92,6,13,2022,23,0
92,6,13,2022,24,0
92,6,14,2022,0,0
92,6,14,2022,1,0
92,6,14,2022,2,0
92,6,14,2022,3,0
92,6,14,2022,4,1
92,6,14,2022,5,1
92,6,14,2022,6,0
92,6,14,2022,7,1
